step,epoch,train_loss,val_loss,ppl,lr_muon,lr_adam,elapsed_s,best_val_loss,patience_counter
0,1,1.2856,n/a,485165195.41,1.00e-05,1.00e-06,114.8,n/a,0
10,1,1.2346,n/a,379187585.36,1.10e-04,1.10e-05,139.0,n/a,0
20,1,1.3497,n/a,485165195.41,2.10e-04,2.10e-05,163.1,n/a,0
30,1,1.3345,n/a,485165195.41,3.10e-04,3.10e-05,188.4,n/a,0
40,1,1.3919,n/a,485165195.41,4.10e-04,4.10e-05,213.8,n/a,0
50,1,1.3560,n/a,485165195.41,5.10e-04,5.10e-05,238.3,n/a,0
60,1,1.3107,n/a,485165195.41,6.10e-04,6.10e-05,263.3,n/a,0
70,1,1.3577,n/a,485165195.41,7.10e-04,7.10e-05,288.4,n/a,0
80,1,1.3111,n/a,485165195.41,8.10e-04,8.10e-05,313.9,n/a,0
90,1,1.0874,n/a,35980234.22,9.10e-04,9.10e-05,338.6,n/a,0
100,1,1.0840,1.1880,34073274.07,1.00e-03,1.00e-04,448.1,1.1880,0
110,1,1.1080,n/a,50010060.07,1.00e-03,1.00e-04,472.2,1.1880,0
120,1,1.2274,n/a,338193167.25,1.00e-03,1.00e-04,496.8,1.1880,0
130,1,1.0343,n/a,15374811.92,1.00e-03,1.00e-04,521.5,1.1880,0
140,1,1.1004,n/a,44284691.63,1.00e-03,1.00e-04,546.9,1.1880,0
150,1,1.2551,n/a,485165195.41,1.00e-03,1.00e-04,572.6,1.1880,0
160,1,1.1512,n/a,99915136.91,1.00e-03,1.00e-04,597.9,1.1880,0
170,1,1.1041,n/a,46991196.73,1.00e-03,1.00e-04,622.8,1.1880,0
180,1,1.0650,n/a,25130507.41,1.00e-03,1.00e-04,647.4,1.1880,0
190,1,1.0557,n/a,21662038.65,1.00e-03,1.00e-04,672.6,1.1880,0
200,1,1.1888,1.0277,182158384.86,1.00e-03,1.00e-04,770.9,1.0277,0
210,1,1.0281,n/a,13925197.47,1.00e-03,1.00e-04,798.9,1.0277,0
220,1,0.9639,n/a,4984669.02,1.00e-03,1.00e-04,824.0,1.0277,0
230,1,1.0531,n/a,20778757.87,9.99e-04,9.99e-05,849.9,1.0277,0
240,1,0.9463,n/a,3761820.76,9.99e-04,9.99e-05,875.8,1.0277,0
250,1,0.9297,n/a,2886176.98,9.99e-04,9.99e-05,900.9,1.0277,0
260,1,0.9743,n/a,5891900.42,9.99e-04,9.99e-05,925.1,1.0277,0
270,1,1.0534,n/a,20871633.89,9.99e-04,9.99e-05,950.9,1.0277,0
280,1,1.0411,n/a,17148012.91,9.99e-04,9.99e-05,976.6,1.0277,0
290,1,1.0164,n/a,11556141.88,9.99e-04,9.99e-05,1002.0,1.0277,0
300,1,1.0598,0.9514,23151796.79,9.99e-04,9.99e-05,1101.0,0.9514,0
310,1,0.8728,n/a,1160283.29,9.99e-04,9.99e-05,1126.4,0.9514,0
320,1,0.9322,n/a,3003787.44,9.98e-04,9.98e-05,1151.9,0.9514,0
330,1,0.8895,n/a,1516432.28,9.98e-04,9.98e-05,1176.8,0.9514,0
340,1,0.9587,n/a,4588148.45,9.98e-04,9.98e-05,1202.5,0.9514,0
350,1,0.9311,n/a,2950130.86,9.98e-04,9.98e-05,1227.3,0.9514,0
360,1,0.8992,n/a,1770637.13,9.98e-04,9.98e-05,1252.8,0.9514,0
370,1,0.9448,n/a,3675170.35,9.98e-04,9.98e-05,1278.6,0.9514,0
380,1,0.8138,n/a,451628.26,9.97e-04,9.97e-05,1304.1,0.9514,0
390,1,1.0037,n/a,9432408.07,9.97e-04,9.97e-05,1328.2,0.9514,0
400,1,0.8391,0.9029,676907.27,9.97e-04,9.97e-05,1427.2,0.9029,0
410,1,0.8601,n/a,947935.17,9.97e-04,9.97e-05,1454.2,0.9029,0
420,1,0.9933,n/a,7985779.22,9.97e-04,9.97e-05,1479.4,0.9029,0
430,1,0.8411,n/a,699661.34,9.97e-04,9.97e-05,1505.1,0.9029,0
440,1,0.9243,n/a,2645736.61,9.96e-04,9.96e-05,1529.8,0.9029,0
450,1,0.8902,n/a,1533517.47,9.96e-04,9.96e-05,1554.9,0.9029,0
460,1,0.8977,n/a,1728347.42,9.96e-04,9.96e-05,1580.3,0.9029,0
470,1,0.8744,n/a,1190322.28,9.96e-04,9.96e-05,1605.1,0.9029,0
480,1,0.8930,n/a,1604152.99,9.95e-04,9.95e-05,1630.1,0.9029,0
490,1,0.8090,n/a,417993.22,9.95e-04,9.95e-05,1655.5,0.9029,0
500,1,0.8581,0.8696,917783.20,9.95e-04,9.95e-05,1753.9,0.8696,0
510,1,0.8126,n/a,442772.96,9.95e-04,9.95e-05,1779.0,0.8696,0
520,1,0.8962,n/a,1687352.46,9.94e-04,9.94e-05,1804.1,0.8696,0
530,1,0.8626,n/a,985526.25,9.94e-04,9.94e-05,1829.9,0.8696,0
540,1,0.8609,n/a,959160.41,9.94e-04,9.94e-05,1855.1,0.8696,0
550,1,0.7923,n/a,320373.26,9.94e-04,9.94e-05,1880.7,0.8696,0
560,1,0.8271,n/a,559008.21,9.93e-04,9.93e-05,1905.8,0.8696,0
570,1,0.7899,n/a,308313.82,9.93e-04,9.93e-05,1930.8,0.8696,0
580,1,0.8110,n/a,432218.67,9.93e-04,9.93e-05,1955.9,0.8696,0
590,1,0.8893,n/a,1512687.37,9.92e-04,9.92e-05,1981.3,0.8696,0
600,1,0.7923,0.8449,320398.10,9.92e-04,9.92e-05,2080.4,0.8449,0
610,1,0.8563,n/a,891923.17,9.92e-04,9.92e-05,2107.2,0.8449,0
620,1,0.8531,n/a,846888.12,9.91e-04,9.91e-05,2132.5,0.8449,0
630,1,0.8608,n/a,958489.55,9.91e-04,9.91e-05,2158.2,0.8449,0
640,1,0.7754,n/a,244452.39,9.91e-04,9.91e-05,2183.8,0.8449,0
650,1,0.7290,n/a,116286.28,9.90e-04,9.90e-05,2209.5,0.8449,0
660,1,0.7819,n/a,271248.18,9.90e-04,9.90e-05,2235.7,0.8449,0
670,1,0.9482,n/a,3877890.04,9.90e-04,9.90e-05,2261.8,0.8449,0
680,1,0.7248,n/a,108760.79,9.89e-04,9.89e-05,2286.8,0.8449,0
690,1,0.9364,n/a,3213869.47,9.89e-04,9.89e-05,2311.6,0.8449,0
700,1,0.7821,0.8267,272222.20,9.89e-04,9.89e-05,2410.7,0.8267,0
710,1,0.8692,n/a,1096159.21,9.88e-04,9.88e-05,2435.4,0.8267,0
720,1,0.8336,n/a,620526.37,9.88e-04,9.88e-05,2461.0,0.8267,0
730,1,0.7434,n/a,146503.04,9.87e-04,9.87e-05,2486.3,0.8267,0
740,1,0.8922,n/a,1583395.44,9.87e-04,9.87e-05,2511.6,0.8267,0
750,1,0.7253,n/a,109692.75,9.87e-04,9.87e-05,2536.7,0.8267,0
760,1,0.6880,n/a,60373.10,9.86e-04,9.86e-05,2562.0,0.8267,0
770,1,0.8752,n/a,1206061.18,9.86e-04,9.86e-05,2587.4,0.8267,0
780,1,0.7210,n/a,102275.23,9.85e-04,9.85e-05,2613.2,0.8267,0
790,1,0.6773,n/a,50890.98,9.85e-04,9.85e-05,2638.2,0.8267,0
800,1,0.7962,0.8129,341110.77,9.84e-04,9.84e-05,2737.2,0.8129,0
810,1,0.7760,n/a,246705.03,9.84e-04,9.84e-05,2764.4,0.8129,0
820,1,0.7808,n/a,266272.53,9.84e-04,9.84e-05,2790.4,0.8129,0
830,1,0.8260,n/a,549440.45,9.83e-04,9.83e-05,2815.5,0.8129,0
840,1,0.8269,n/a,557397.01,9.83e-04,9.83e-05,2840.6,0.8129,0
850,1,0.8185,n/a,486748.75,9.82e-04,9.82e-05,2865.1,0.8129,0
860,1,0.8568,n/a,898099.97,9.82e-04,9.82e-05,2890.4,0.8129,0
870,1,0.8566,n/a,895551.45,9.81e-04,9.81e-05,2915.5,0.8129,0
880,1,0.7861,n/a,289782.63,9.81e-04,9.81e-05,2940.2,0.8129,0
890,1,0.8491,n/a,794801.31,9.80e-04,9.80e-05,2965.0,0.8129,0
900,1,0.7588,0.8017,187298.16,9.80e-04,9.80e-05,3064.1,0.8017,0
910,1,0.7246,n/a,108398.75,9.79e-04,9.79e-05,3089.2,0.8017,0
920,1,0.7507,n/a,164614.84,9.79e-04,9.79e-05,3114.0,0.8017,0
930,1,0.7492,n/a,160791.09,9.78e-04,9.78e-05,3139.5,0.8017,0
940,1,0.6995,n/a,72559.59,9.78e-04,9.78e-05,3164.3,0.8017,0
950,1,0.7500,n/a,162648.22,9.77e-04,9.77e-05,3190.2,0.8017,0
960,1,0.7596,n/a,189787.29,9.77e-04,9.77e-05,3215.6,0.8017,0
970,1,0.7607,n/a,193171.44,9.76e-04,9.76e-05,3240.9,0.8017,0
980,1,0.8422,n/a,711026.57,9.75e-04,9.75e-05,3266.8,0.8017,0
990,1,0.8522,n/a,834803.88,9.75e-04,9.75e-05,3292.5,0.8017,0
1000,1,0.7782,0.7927,255582.48,9.74e-04,9.74e-05,3391.4,0.7927,0
1010,1,0.7685,n/a,218910.07,9.74e-04,9.74e-05,4018.3,0.7927,0
1020,1,0.7783,n/a,256094.65,9.73e-04,9.73e-05,4043.6,0.7927,0
1030,1,0.8080,n/a,411854.57,9.73e-04,9.73e-05,4068.6,0.7927,0
1040,1,0.6936,n/a,66045.15,9.72e-04,9.72e-05,4093.7,0.7927,0
1050,1,0.7068,n/a,81545.00,9.71e-04,9.71e-05,4119.1,0.7927,0
1060,1,0.6965,n/a,69159.42,9.71e-04,9.71e-05,4144.4,0.7927,0
1070,1,0.7406,n/a,139961.39,9.70e-04,9.70e-05,4169.5,0.7927,0
1080,1,0.8101,n/a,426009.11,9.70e-04,9.70e-05,4194.6,0.7927,0
1090,1,0.9018,n/a,1847479.09,9.69e-04,9.69e-05,4219.7,0.7927,0
1100,1,0.7943,0.7851,330546.02,9.68e-04,9.68e-05,4317.8,0.7851,0
1110,1,0.9361,n/a,3196786.75,9.68e-04,9.68e-05,4342.2,0.7851,0
1120,1,0.7379,n/a,134119.57,9.67e-04,9.67e-05,4366.8,0.7851,0
1130,1,0.8685,n/a,1083650.16,9.66e-04,9.66e-05,4391.8,0.7851,0
1140,1,0.6842,n/a,56808.86,9.66e-04,9.66e-05,4416.6,0.7851,0
1150,1,0.7581,n/a,185221.03,9.65e-04,9.65e-05,4442.0,0.7851,0
1160,1,0.6532,n/a,34564.62,9.65e-04,9.65e-05,4467.3,0.7851,0
1170,1,0.7675,n/a,215359.44,9.64e-04,9.64e-05,4492.7,0.7851,0
1180,1,0.7530,n/a,170758.77,9.63e-04,9.63e-05,4517.1,0.7851,0
1190,1,0.6952,n/a,67676.79,9.63e-04,9.63e-05,4542.1,0.7851,0
1200,1,0.7587,0.7786,186970.93,9.62e-04,9.62e-05,4640.2,0.7786,0
1210,1,0.8606,n/a,955657.10,9.61e-04,9.61e-05,4667.9,0.7786,0
1220,1,0.6612,n/a,39278.61,9.60e-04,9.60e-05,4693.2,0.7786,0
1230,1,0.8146,n/a,457314.08,9.60e-04,9.60e-05,4718.1,0.7786,0
1240,1,0.9271,n/a,2767931.04,9.59e-04,9.59e-05,4743.4,0.7786,0
1250,1,0.6871,n/a,59502.04,9.58e-04,9.58e-05,4769.4,0.7786,0
1260,1,0.6806,n/a,53645.56,9.58e-04,9.58e-05,4794.5,0.7786,0
1270,1,0.7776,n/a,253015.13,9.57e-04,9.57e-05,4819.8,0.7786,0
1280,1,0.7895,n/a,306388.70,9.56e-04,9.56e-05,4845.2,0.7786,0
1290,1,0.8640,n/a,1008078.98,9.55e-04,9.55e-05,4870.8,0.7786,0
1300,1,0.7521,0.7728,168182.92,9.55e-04,9.55e-05,4969.7,0.7728,0
1310,1,0.7423,n/a,143940.66,9.54e-04,9.54e-05,4994.6,0.7728,0
1320,1,0.7894,n/a,305836.83,9.53e-04,9.53e-05,5020.0,0.7728,0
1330,1,0.7906,n/a,311621.71,9.52e-04,9.52e-05,5045.3,0.7728,0
1340,1,0.8480,n/a,780611.34,9.52e-04,9.52e-05,5070.8,0.7728,0
1350,1,0.7621,n/a,197679.01,9.51e-04,9.51e-05,5095.8,0.7728,0
1360,1,0.6646,n/a,41502.98,9.50e-04,9.50e-05,5120.2,0.7728,0
1370,1,0.6818,n/a,54644.02,9.49e-04,9.49e-05,5145.7,0.7728,0
1380,1,0.8243,n/a,534761.59,9.49e-04,9.49e-05,5171.2,0.7728,0
1390,1,0.7501,n/a,163063.54,9.48e-04,9.48e-05,5195.6,0.7728,0
1400,1,0.6883,0.7676,60670.23,9.47e-04,9.47e-05,5295.2,0.7676,0
1410,1,0.6655,n/a,42123.14,9.46e-04,9.46e-05,5322.0,0.7676,0
1420,1,0.7546,n/a,175231.09,9.45e-04,9.45e-05,5347.2,0.7676,0
1430,1,0.7057,n/a,80114.00,9.45e-04,9.45e-05,5372.2,0.7676,0
1440,1,0.7492,n/a,160576.71,9.44e-04,9.44e-05,5397.1,0.7676,0
1450,1,0.8629,n/a,990153.25,9.43e-04,9.43e-05,5422.1,0.7676,0
1460,1,0.7610,n/a,194162.57,9.42e-04,9.42e-05,5446.9,0.7676,0
1470,1,0.7995,n/a,359203.90,9.41e-04,9.41e-05,5472.4,0.7676,0
1480,1,0.8111,n/a,432729.68,9.40e-04,9.40e-05,5498.3,0.7676,0
1490,1,0.6251,n/a,22058.61,9.40e-04,9.40e-05,5524.0,0.7676,0
1500,1,0.7281,0.7631,114729.37,9.39e-04,9.39e-05,5623.1,0.7631,0
1510,1,0.7784,n/a,256329.64,9.38e-04,9.38e-05,5648.6,0.7631,0
1520,1,0.6553,n/a,35790.59,9.37e-04,9.37e-05,5674.2,0.7631,0
1530,1,0.6040,n/a,15728.26,9.36e-04,9.36e-05,5699.4,0.7631,0
1540,1,0.8507,n/a,814683.20,9.35e-04,9.35e-05,5724.2,0.7631,0
1550,1,0.7897,n/a,307374.82,9.34e-04,9.34e-05,5748.8,0.7631,0
1560,1,0.6290,n/a,23496.69,9.33e-04,9.33e-05,5774.4,0.7631,0
1570,1,0.7272,n/a,112922.91,9.33e-04,9.33e-05,5800.1,0.7631,0
1580,1,0.6786,n/a,51909.89,9.32e-04,9.32e-05,5826.2,0.7631,0
1590,1,0.6784,n/a,51791.40,9.31e-04,9.31e-05,5851.9,0.7631,0
1600,1,0.8364,0.7592,648189.29,9.30e-04,9.30e-05,5952.1,0.7592,0
1610,1,0.6426,n/a,29180.25,9.29e-04,9.29e-05,5979.9,0.7592,0
1620,1,0.7834,n/a,277763.99,9.28e-04,9.28e-05,6005.8,0.7592,0
1630,1,0.7375,n/a,133195.46,9.27e-04,9.27e-05,6031.1,0.7592,0
1640,1,0.6493,n/a,32494.94,9.26e-04,9.26e-05,6056.4,0.7592,0
1650,1,0.7754,n/a,244454.00,9.25e-04,9.25e-05,6081.5,0.7592,0
1660,1,0.7424,n/a,144190.88,9.24e-04,9.24e-05,6107.6,0.7592,0
1670,1,0.7954,n/a,336557.42,9.23e-04,9.23e-05,6132.9,0.7592,0
1680,1,0.7797,n/a,261616.84,9.22e-04,9.22e-05,6158.1,0.7592,0
1690,1,0.7595,n/a,189617.55,9.21e-04,9.21e-05,6183.2,0.7592,0
1700,1,0.7096,0.7557,85320.83,9.21e-04,9.21e-05,6282.5,0.7557,0
1710,1,0.7392,n/a,137015.97,9.20e-04,9.20e-05,6308.4,0.7557,0
1720,1,0.7865,n/a,291737.69,9.19e-04,9.19e-05,6333.3,0.7557,0
1730,1,0.7120,n/a,88638.31,9.18e-04,9.18e-05,6358.8,0.7557,0
1740,1,0.6672,n/a,43299.27,9.17e-04,9.17e-05,6383.6,0.7557,0
1750,1,0.7632,n/a,200987.02,9.16e-04,9.16e-05,6408.8,0.7557,0
1760,1,0.7787,n/a,257420.73,9.15e-04,9.15e-05,6433.9,0.7557,0
1770,1,0.7137,n/a,90984.01,9.14e-04,9.14e-05,6459.7,0.7557,0
1780,1,0.6812,n/a,54129.07,9.13e-04,9.13e-05,6484.7,0.7557,0
1790,1,0.6147,n/a,18680.03,9.12e-04,9.12e-05,6510.0,0.7557,0
1800,1,0.7760,0.7526,246670.07,9.11e-04,9.11e-05,6608.7,0.7526,0
1810,1,0.7850,n/a,284769.26,9.10e-04,9.10e-05,6635.8,0.7526,0
1820,1,0.7670,n/a,213701.63,9.09e-04,9.09e-05,6660.3,0.7526,0
1830,1,0.7507,n/a,164717.16,9.08e-04,9.08e-05,6686.5,0.7526,0
1840,1,0.6891,n/a,61398.46,9.07e-04,9.07e-05,6712.1,0.7526,0
1850,1,0.6682,n/a,43970.09,9.05e-04,9.05e-05,6738.1,0.7526,0
1860,1,0.7632,n/a,201143.82,9.04e-04,9.04e-05,6763.1,0.7526,0
1870,1,0.7449,n/a,149923.95,9.03e-04,9.03e-05,6788.9,0.7526,0
1880,1,0.7235,n/a,106558.80,9.02e-04,9.02e-05,6814.4,0.7526,0
1890,1,0.6656,n/a,42208.02,9.01e-04,9.01e-05,6840.0,0.7526,0
1900,1,0.8713,0.7497,1133801.95,9.00e-04,9.00e-05,6939.3,0.7497,0
1910,1,0.6354,n/a,26009.69,8.99e-04,8.99e-05,6963.4,0.7497,0
1920,1,0.7747,n/a,241638.49,8.98e-04,8.98e-05,6989.1,0.7497,0
1930,1,0.6512,n/a,33515.26,8.97e-04,8.97e-05,7013.9,0.7497,0
1940,1,0.6407,n/a,28329.84,8.96e-04,8.96e-05,7038.9,0.7497,0
1950,1,0.6644,n/a,41375.69,8.95e-04,8.95e-05,7065.0,0.7497,0
1960,1,0.6815,n/a,54387.30,8.94e-04,8.94e-05,7091.0,0.7497,0
1970,1,0.7093,n/a,84883.70,8.93e-04,8.93e-05,7116.5,0.7497,0
1980,1,0.7315,n/a,121007.86,8.92e-04,8.92e-05,7141.3,0.7497,0
1990,1,0.7077,n/a,82783.15,8.90e-04,8.90e-05,7166.5,0.7497,0
2000,1,0.6874,0.7473,59734.39,8.89e-04,8.89e-05,7264.6,0.7473,0
2010,1,0.8098,n/a,423691.59,8.88e-04,8.88e-05,7892.0,0.7473,0
2020,1,0.7192,n/a,99452.44,8.87e-04,8.87e-05,7916.6,0.7473,0
2030,1,0.6688,n/a,44385.01,8.86e-04,8.86e-05,7941.6,0.7473,0
2040,1,0.7922,n/a,319571.61,8.85e-04,8.85e-05,7966.1,0.7473,0
2050,1,0.6013,n/a,15084.23,8.84e-04,8.84e-05,7992.0,0.7473,0
2060,1,0.8386,n/a,671793.30,8.83e-04,8.83e-05,8016.5,0.7473,0
2070,1,0.9007,n/a,1813530.86,8.81e-04,8.81e-05,8042.0,0.7473,0
2080,1,0.7559,n/a,178989.48,8.80e-04,8.80e-05,8066.7,0.7473,0
2090,1,0.6267,n/a,22635.82,8.79e-04,8.79e-05,8091.6,0.7473,0
2100,1,0.7840,0.7451,280600.52,8.78e-04,8.78e-05,8189.1,0.7451,0
2110,1,0.6918,n/a,64106.00,8.77e-04,8.77e-05,8214.5,0.7451,0
2120,1,0.6577,n/a,37138.99,8.76e-04,8.76e-05,8239.5,0.7451,0
2130,1,0.7284,n/a,115105.31,8.74e-04,8.74e-05,8264.3,0.7451,0
2140,1,0.8366,n/a,650521.06,8.73e-04,8.73e-05,8289.6,0.7451,0
2150,1,0.6496,n/a,32631.95,8.72e-04,8.72e-05,8314.6,0.7451,0
2160,1,0.7420,n/a,143101.86,8.71e-04,8.71e-05,8340.0,0.7451,0
2170,1,0.6757,n/a,49542.16,8.70e-04,8.70e-05,8365.1,0.7451,0
2180,1,0.8109,n/a,431014.95,8.68e-04,8.68e-05,8390.1,0.7451,0
2190,1,0.6375,n/a,26906.64,8.67e-04,8.67e-05,8415.5,0.7451,0
2200,1,0.6994,0.7431,72472.41,8.66e-04,8.66e-05,8515.1,0.7431,0
2210,1,0.8015,n/a,370735.26,8.65e-04,8.65e-05,8542.5,0.7431,0
2220,1,0.5907,n/a,12714.66,8.64e-04,8.64e-05,8567.4,0.7431,0
2230,1,0.7066,n/a,81305.58,8.62e-04,8.62e-05,8592.4,0.7431,0
2240,1,0.7175,n/a,96746.07,8.61e-04,8.61e-05,8617.4,0.7431,0
2250,1,0.8055,n/a,395596.61,8.60e-04,8.60e-05,8642.6,0.7431,0
2260,1,0.7935,n/a,326489.09,8.59e-04,8.59e-05,8667.7,0.7431,0
2270,1,0.7049,n/a,79032.72,8.58e-04,8.58e-05,8692.4,0.7431,0
2280,1,0.8251,n/a,541115.06,8.56e-04,8.56e-05,8718.4,0.7431,0
2290,1,0.7494,n/a,161149.33,8.55e-04,8.55e-05,8744.1,0.7431,0
2300,1,0.7699,0.7412,223823.84,8.54e-04,8.54e-05,8843.6,0.7412,0
2310,1,0.6700,n/a,45281.05,8.53e-04,8.53e-05,8869.6,0.7412,0
2320,1,0.7513,n/a,166075.61,8.51e-04,8.51e-05,8895.8,0.7412,0
2330,1,0.8854,n/a,1420776.91,8.50e-04,8.50e-05,8921.3,0.7412,0
2340,1,0.7345,n/a,126998.49,8.49e-04,8.49e-05,8947.5,0.7412,0
2350,1,0.6793,n/a,52510.30,8.47e-04,8.47e-05,8973.3,0.7412,0
2360,1,0.7698,n/a,223427.94,8.46e-04,8.46e-05,8999.0,0.7412,0
2370,1,0.6951,n/a,67582.05,8.45e-04,8.45e-05,9023.9,0.7412,0
2380,1,0.7103,n/a,86251.62,8.44e-04,8.44e-05,9049.1,0.7412,0
2390,1,0.7143,n/a,91945.57,8.42e-04,8.42e-05,9074.1,0.7412,0
2400,1,0.6978,0.7396,70560.48,8.41e-04,8.41e-05,9173.8,0.7396,0
2410,1,0.5714,n/a,9345.51,8.40e-04,8.40e-05,9200.5,0.7396,0
2420,1,0.7615,n/a,195697.10,8.38e-04,8.38e-05,9226.5,0.7396,0
2430,1,0.6559,n/a,36096.32,8.37e-04,8.37e-05,9251.1,0.7396,0
2440,1,0.9195,n/a,2450917.45,8.36e-04,8.36e-05,9276.5,0.7396,0
2450,1,0.7326,n/a,123152.66,8.35e-04,8.35e-05,9301.2,0.7396,0
2460,1,0.5922,n/a,13025.04,8.33e-04,8.33e-05,9326.1,0.7396,0
2470,1,0.6668,n/a,43000.10,8.32e-04,8.32e-05,9350.9,0.7396,0
2480,1,0.7864,n/a,291569.90,8.31e-04,8.31e-05,9376.7,0.7396,0
2490,1,0.7947,n/a,332714.18,8.29e-04,8.29e-05,9402.3,0.7396,0
2500,1,0.6729,0.7381,47365.96,8.28e-04,8.28e-05,9501.4,0.7381,0
2510,1,0.7702,n/a,224770.18,8.27e-04,8.27e-05,9526.0,0.7381,0
2520,1,0.7235,n/a,106508.91,8.25e-04,8.25e-05,9551.2,0.7381,0
2530,1,0.9024,n/a,1862969.76,8.24e-04,8.24e-05,9576.6,0.7381,0
2540,1,1.0081,n/a,10118098.32,8.23e-04,8.23e-05,9602.3,0.7381,0
2550,1,0.5961,n/a,13874.31,8.21e-04,8.21e-05,9627.4,0.7381,0
2560,1,0.7001,n/a,73191.65,8.20e-04,8.20e-05,9651.6,0.7381,0
2570,1,0.7095,n/a,85144.68,8.18e-04,8.18e-05,9677.3,0.7381,0
2580,1,0.6459,n/a,30797.24,8.17e-04,8.17e-05,9703.6,0.7381,0
2590,1,0.8266,n/a,554539.07,8.16e-04,8.16e-05,9729.0,0.7381,0
2600,1,0.8212,0.7367,508866.13,8.14e-04,8.14e-05,9827.8,0.7367,0
2610,1,0.7409,n/a,140654.03,8.13e-04,8.13e-05,9855.0,0.7367,0
2620,1,0.6467,n/a,31189.59,8.12e-04,8.12e-05,9880.5,0.7367,0
2630,1,0.8089,n/a,417677.28,8.10e-04,8.10e-05,9906.0,0.7367,0
2640,1,0.5395,n/a,5604.36,8.09e-04,8.09e-05,9931.2,0.7367,0
2650,1,0.6985,n/a,71446.87,8.07e-04,8.07e-05,9956.3,0.7367,0
2660,1,0.8790,n/a,1281978.29,8.06e-04,8.06e-05,9981.5,0.7367,0
2670,1,0.5660,n/a,8565.62,8.05e-04,8.05e-05,10006.7,0.7367,0
2680,1,0.7374,n/a,133002.51,8.03e-04,8.03e-05,10032.3,0.7367,0
2690,1,0.7101,n/a,85941.21,8.02e-04,8.02e-05,10057.3,0.7367,0
2700,1,0.7252,0.7355,109448.77,8.00e-04,8.00e-05,10155.7,0.7355,0
2710,1,0.8308,n/a,592753.67,7.99e-04,7.99e-05,10180.7,0.7355,0
2720,1,0.6566,n/a,36490.98,7.98e-04,7.98e-05,10206.4,0.7355,0
2730,1,0.7036,n/a,77406.38,7.96e-04,7.96e-05,10231.6,0.7355,0
2740,1,0.6940,n/a,66487.69,7.95e-04,7.95e-05,10256.5,0.7355,0
2750,1,0.6960,n/a,68562.29,7.93e-04,7.93e-05,10281.9,0.7355,0
2760,1,0.7098,n/a,85602.72,7.92e-04,7.92e-05,10306.9,0.7355,0
2770,1,0.8184,n/a,486144.23,7.90e-04,7.90e-05,10332.6,0.7355,0
2780,1,0.8067,n/a,402990.17,7.89e-04,7.89e-05,10357.6,0.7355,0
2790,1,0.6877,n/a,60067.98,7.88e-04,7.88e-05,10382.9,0.7355,0
2800,1,0.6797,0.7344,52863.26,7.86e-04,7.86e-05,10482.4,0.7344,0
2810,2,0.6444,n/a,30064.28,7.85e-04,7.85e-05,10622.4,0.7343,0
