step,epoch,train_loss,val_loss,ppl,lr_muon,lr_adam,elapsed_s,best_val_loss,patience_counter
5620,3,0.6321,n/a,24671.09,3.30e-04,3.30e-05,21681.4,0.7254,0
5630,3,0.6554,n/a,35808.04,3.28e-04,3.28e-05,21706.0,0.7254,0
5640,3,0.5500,n/a,6631.29,3.27e-04,3.27e-05,21731.6,0.7254,0
5650,3,0.7174,n/a,96651.37,3.25e-04,3.25e-05,21758.2,0.7254,0
5660,3,0.6194,n/a,20129.78,3.24e-04,3.24e-05,21783.2,0.7254,0
5670,3,0.6698,n/a,45122.48,3.23e-04,3.23e-05,21808.9,0.7254,0
5680,3,0.7049,n/a,79120.72,3.21e-04,3.21e-05,21834.8,0.7254,0
5690,3,0.7273,n/a,113178.89,3.20e-04,3.20e-05,21859.7,0.7254,0
5700,3,0.6616,0.7255,39582.26,3.18e-04,3.18e-05,21958.0,0.7254,0
5710,3,0.7122,n/a,88831.81,3.17e-04,3.17e-05,21983.3,0.7254,0
5720,3,0.7852,n/a,285740.53,3.15e-04,3.15e-05,22009.1,0.7254,0
5730,3,0.5076,n/a,3364.65,3.14e-04,3.14e-05,22034.0,0.7254,0
5740,3,0.6879,n/a,60218.47,3.12e-04,3.12e-05,22059.1,0.7254,0
5750,3,0.6439,n/a,29809.62,3.11e-04,3.11e-05,22084.1,0.7254,0
5760,3,0.6245,n/a,21857.23,3.10e-04,3.10e-05,22109.5,0.7254,0
5770,3,0.7235,n/a,106578.94,3.08e-04,3.08e-05,22134.7,0.7254,0
5780,3,0.8906,n/a,1543534.44,3.07e-04,3.07e-05,22160.2,0.7254,0
5790,3,0.6511,n/a,33451.20,3.05e-04,3.05e-05,22184.7,0.7254,0
5800,3,0.6434,0.7254,29585.94,3.04e-04,3.04e-05,22284.0,0.7254,0
5810,3,0.7905,n/a,310927.77,3.02e-04,3.02e-05,22312.6,0.7254,0
5820,3,0.6402,n/a,28081.85,3.01e-04,3.01e-05,22337.6,0.7254,0
5830,3,0.6755,n/a,49407.01,3.00e-04,3.00e-05,22363.3,0.7254,0
5840,3,0.7223,n/a,104493.76,2.98e-04,2.98e-05,22389.1,0.7254,0
5850,3,0.6175,n/a,19548.35,2.97e-04,2.97e-05,22414.1,0.7254,0
5860,3,0.6414,n/a,28647.67,2.95e-04,2.95e-05,22439.6,0.7254,0
5870,3,0.6769,n/a,50512.28,2.94e-04,2.94e-05,22464.4,0.7254,0
5880,3,0.6262,n/a,22441.38,2.93e-04,2.93e-05,22489.9,0.7254,0
5890,3,0.6805,n/a,53546.71,2.91e-04,2.91e-05,22515.0,0.7254,0
5900,3,0.6787,0.7254,51969.37,2.90e-04,2.90e-05,22613.8,0.7254,0
5910,3,0.6565,n/a,36489.28,2.88e-04,2.88e-05,22639.6,0.7254,0
5920,3,0.5089,n/a,3439.27,2.87e-04,2.87e-05,22665.4,0.7254,0
5930,3,0.9353,n/a,3154116.94,2.86e-04,2.86e-05,22690.3,0.7254,0
5940,3,0.6064,n/a,16360.62,2.84e-04,2.84e-05,22716.1,0.7254,0
5950,3,0.5526,n/a,6913.99,2.83e-04,2.83e-05,22742.2,0.7254,0
5960,3,0.7562,n/a,179645.51,2.82e-04,2.82e-05,22768.1,0.7254,0
5970,3,0.7410,n/a,141017.94,2.80e-04,2.80e-05,22793.7,0.7254,0
5980,3,0.8207,n/a,504505.82,2.79e-04,2.79e-05,22819.0,0.7254,0
5990,3,0.7107,n/a,86853.81,2.77e-04,2.77e-05,22844.2,0.7254,0
6000,3,0.7730,0.7254,235224.20,2.76e-04,2.76e-05,22943.1,0.7254,0
6010,3,0.7362,n/a,130445.77,2.75e-04,2.75e-05,23571.4,0.7254,0
6020,3,0.4775,n/a,2078.81,2.73e-04,2.73e-05,23596.2,0.7254,0
6030,3,0.7527,n/a,170046.80,2.72e-04,2.72e-05,23622.0,0.7254,0
6040,3,0.8148,n/a,459276.74,2.71e-04,2.71e-05,23648.0,0.7254,0
6050,3,0.7788,n/a,258118.63,2.69e-04,2.69e-05,23673.0,0.7254,0
6060,3,0.7443,n/a,148557.28,2.68e-04,2.68e-05,23697.7,0.7254,0
6070,3,0.6837,n/a,56316.41,2.67e-04,2.67e-05,23722.3,0.7254,0
6080,3,0.8198,n/a,496883.10,2.65e-04,2.65e-05,23747.1,0.7254,0
6090,3,0.7556,n/a,177977.21,2.64e-04,2.64e-05,23771.6,0.7254,0
6100,3,0.7280,0.7254,114508.93,2.63e-04,2.63e-05,23870.1,0.7254,0
6110,3,0.6685,n/a,44208.87,2.62e-04,2.62e-05,23895.0,0.7254,0
6120,3,0.6324,n/a,24807.00,2.60e-04,2.60e-05,23919.4,0.7254,0
6130,3,0.6975,n/a,70264.26,2.59e-04,2.59e-05,23945.0,0.7254,0
6140,3,0.6523,n/a,34101.69,2.58e-04,2.58e-05,23969.7,0.7254,0
6150,3,0.7254,n/a,109867.71,2.56e-04,2.56e-05,23994.5,0.7254,0
6160,3,0.7399,n/a,138459.43,2.55e-04,2.55e-05,24020.4,0.7254,0
6170,3,0.7546,n/a,175207.93,2.54e-04,2.54e-05,24046.3,0.7254,0
6180,3,0.7560,n/a,179095.49,2.53e-04,2.53e-05,24071.3,0.7254,0
6190,3,0.8022,n/a,375330.96,2.51e-04,2.51e-05,24096.5,0.7254,0
6200,3,0.7050,0.7254,79195.71,2.50e-04,2.50e-05,24194.9,0.7254,0
6210,3,0.7624,n/a,198471.57,2.49e-04,2.49e-05,24222.4,0.7254,0
6220,3,0.5335,n/a,5092.10,2.47e-04,2.47e-05,24247.4,0.7254,0
6230,3,0.7115,n/a,87856.33,2.46e-04,2.46e-05,24272.3,0.7254,0
6240,3,0.6001,n/a,14799.04,2.45e-04,2.45e-05,24298.1,0.7254,0
6250,3,0.6895,n/a,61861.96,2.44e-04,2.44e-05,24323.3,0.7254,0
6260,3,0.7510,n/a,165380.76,2.42e-04,2.42e-05,24347.7,0.7254,0
6270,3,0.6636,n/a,40836.93,2.41e-04,2.41e-05,24373.0,0.7254,0
6280,3,0.7412,n/a,141480.75,2.40e-04,2.40e-05,24399.0,0.7254,0
6290,3,0.7097,n/a,85340.89,2.39e-04,2.39e-05,24424.5,0.7254,0
6300,3,0.6062,0.7254,16294.77,2.38e-04,2.38e-05,24523.4,0.7254,0
6310,3,0.6501,n/a,32894.65,2.36e-04,2.36e-05,24548.2,0.7254,0
6320,3,0.6257,n/a,22263.47,2.35e-04,2.35e-05,24573.6,0.7254,0
6330,3,0.6265,n/a,22571.69,2.34e-04,2.34e-05,24598.7,0.7254,0
6340,3,0.6184,n/a,19803.67,2.33e-04,2.33e-05,24623.1,0.7254,0
6350,3,0.7538,n/a,172920.63,2.32e-04,2.32e-05,24649.5,0.7254,0
6360,3,0.6816,n/a,54504.96,2.30e-04,2.30e-05,24674.3,0.7254,0
6370,3,0.7191,n/a,99290.19,2.29e-04,2.29e-05,24698.8,0.7254,0
6380,3,0.6939,n/a,66371.54,2.28e-04,2.28e-05,24723.8,0.7254,0
6390,3,0.5879,n/a,12171.83,2.27e-04,2.27e-05,24749.7,0.7254,0
6400,3,0.7641,0.7253,203934.73,2.26e-04,2.26e-05,24849.8,0.7253,0
6410,3,0.7307,n/a,119500.10,2.24e-04,2.24e-05,24877.4,0.7253,0
6420,3,0.5844,n/a,11497.77,2.23e-04,2.23e-05,24902.5,0.7253,0
6430,3,0.7010,n/a,74272.41,2.22e-04,2.22e-05,24927.4,0.7253,0
6440,3,0.7096,n/a,85312.33,2.21e-04,2.21e-05,24952.0,0.7253,0
6450,3,0.7007,n/a,73916.60,2.20e-04,2.20e-05,24978.3,0.7253,0
6460,3,0.5989,n/a,14515.48,2.19e-04,2.19e-05,25003.6,0.7253,0
6470,3,0.6806,n/a,53650.75,2.17e-04,2.17e-05,25029.3,0.7253,0
6480,3,0.7572,n/a,182542.76,2.16e-04,2.16e-05,25054.8,0.7253,0
6490,3,0.6375,n/a,26922.31,2.15e-04,2.15e-05,25080.2,0.7253,0
6500,3,0.7522,0.7254,168682.58,2.14e-04,2.14e-05,25179.0,0.7253,0
6510,3,0.7522,n/a,168499.90,2.13e-04,2.13e-05,25204.7,0.7253,0
6520,3,0.7147,n/a,92497.63,2.12e-04,2.12e-05,25229.6,0.7253,0
6530,3,0.6811,n/a,54012.95,2.11e-04,2.11e-05,25254.2,0.7253,0
6540,3,0.6963,n/a,68973.76,2.10e-04,2.10e-05,25279.8,0.7253,0
6550,3,0.6394,n/a,27747.40,2.08e-04,2.08e-05,25305.6,0.7253,0
6560,3,0.7802,n/a,263724.70,2.07e-04,2.07e-05,25330.6,0.7253,0
6570,3,0.6654,n/a,42072.96,2.06e-04,2.06e-05,25356.3,0.7253,0
6580,3,0.6213,n/a,20755.06,2.05e-04,2.05e-05,25381.7,0.7253,0
6590,3,0.6548,n/a,35495.86,2.04e-04,2.04e-05,25406.6,0.7253,0
6600,3,0.7041,0.7253,78051.54,2.03e-04,2.03e-05,25505.6,0.7253,0
6610,3,0.6999,n/a,72984.58,2.02e-04,2.02e-05,25533.4,0.7253,0
6620,3,0.8305,n/a,589684.87,2.01e-04,2.01e-05,25558.9,0.7253,0
6630,3,0.7601,n/a,191339.25,2.00e-04,2.00e-05,25584.4,0.7253,0
6640,3,0.5942,n/a,13455.97,1.99e-04,1.99e-05,25610.0,0.7253,0
6650,3,0.7126,n/a,89531.04,1.98e-04,1.98e-05,25634.6,0.7253,0
6660,3,0.6482,n/a,31919.44,1.97e-04,1.97e-05,25659.6,0.7253,0
6670,3,0.8085,n/a,414943.22,1.96e-04,1.96e-05,25685.7,0.7253,0
6680,3,0.7555,n/a,177662.81,1.95e-04,1.95e-05,25711.4,0.7253,0
6690,3,0.6013,n/a,15070.71,1.93e-04,1.93e-05,25736.6,0.7253,0
6700,3,0.7646,0.7252,205449.23,1.92e-04,1.92e-05,25835.2,0.7252,0
6710,3,0.6247,n/a,21905.91,1.91e-04,1.91e-05,25860.6,0.7252,0
6720,3,0.6051,n/a,16013.80,1.90e-04,1.90e-05,25886.3,0.7252,0
6730,3,0.6746,n/a,48726.78,1.89e-04,1.89e-05,25911.6,0.7252,0
6740,3,0.7669,n/a,213272.89,1.88e-04,1.88e-05,25937.3,0.7252,0
6750,3,0.7281,n/a,114641.35,1.87e-04,1.87e-05,25963.1,0.7252,0
6760,3,0.5825,n/a,11159.50,1.86e-04,1.86e-05,25988.1,0.7252,0
6770,3,0.7686,n/a,219279.96,1.85e-04,1.85e-05,26014.0,0.7252,0
6780,3,0.7981,n/a,351163.22,1.84e-04,1.84e-05,26039.1,0.7252,0
6790,3,0.7350,n/a,128016.86,1.83e-04,1.83e-05,26064.6,0.7252,0
6800,3,0.7200,0.7253,100714.86,1.82e-04,1.82e-05,26162.6,0.7252,0
6810,3,0.6599,n/a,38514.55,1.81e-04,1.81e-05,26189.5,0.7252,0
6820,3,0.7191,n/a,99275.13,1.80e-04,1.80e-05,26215.1,0.7252,0
6830,3,0.8024,n/a,376128.97,1.79e-04,1.79e-05,26240.1,0.7252,0
6840,3,0.7251,n/a,109312.80,1.79e-04,1.79e-05,26265.3,0.7252,0
6850,3,0.6086,n/a,16930.66,1.78e-04,1.78e-05,26289.8,0.7252,0
6860,3,0.6717,n/a,46464.88,1.77e-04,1.77e-05,26315.1,0.7252,0
6870,3,0.7507,n/a,164593.72,1.76e-04,1.76e-05,26341.1,0.7252,0
6880,3,0.7382,n/a,134738.02,1.75e-04,1.75e-05,26365.9,0.7252,0
6890,3,0.7359,n/a,129932.91,1.74e-04,1.74e-05,26390.7,0.7252,0
6900,3,0.7199,0.7253,100524.85,1.73e-04,1.73e-05,26489.1,0.7252,0
6910,3,0.7122,n/a,88928.73,1.72e-04,1.72e-05,26513.7,0.7252,0
6920,3,0.6221,n/a,21044.02,1.71e-04,1.71e-05,26538.4,0.7252,0
6930,3,0.7245,n/a,108226.84,1.70e-04,1.70e-05,26565.0,0.7252,0
6940,3,0.7526,n/a,169713.37,1.69e-04,1.69e-05,26590.9,0.7252,0
6950,3,0.7092,n/a,84755.41,1.68e-04,1.68e-05,26616.4,0.7252,0
6960,3,0.7113,n/a,87680.79,1.67e-04,1.67e-05,26641.7,0.7252,0
6970,3,0.7429,n/a,145266.64,1.67e-04,1.67e-05,26667.6,0.7252,0
6980,3,0.6770,n/a,50597.42,1.66e-04,1.66e-05,26692.1,0.7252,0
6990,3,0.7510,n/a,165488.26,1.65e-04,1.65e-05,26717.1,0.7252,0
7000,3,0.6801,0.7253,53185.38,1.64e-04,1.64e-05,26816.9,0.7252,0
7010,3,0.6343,n/a,25543.92,1.63e-04,1.63e-05,27443.8,0.7252,0
7020,3,0.5683,n/a,8897.09,1.62e-04,1.62e-05,27468.6,0.7252,0
7030,3,0.6770,n/a,50652.68,1.61e-04,1.61e-05,27493.6,0.7252,0
7040,3,0.7648,n/a,206257.91,1.60e-04,1.60e-05,27518.7,0.7252,0
7050,3,0.7227,n/a,105239.24,1.60e-04,1.60e-05,27543.8,0.7252,0
7060,3,0.6687,n/a,44289.27,1.59e-04,1.59e-05,27569.1,0.7252,0
7070,3,0.6788,n/a,52072.49,1.58e-04,1.58e-05,27594.7,0.7252,0
7080,3,0.6115,n/a,17745.71,1.57e-04,1.57e-05,27620.0,0.7252,0
7090,3,0.7254,n/a,109779.60,1.56e-04,1.56e-05,27645.8,0.7252,0
7100,3,0.6230,0.7252,21330.96,1.55e-04,1.55e-05,27744.7,0.7252,0
7110,3,0.7112,n/a,87538.12,1.55e-04,1.55e-05,27770.3,0.7252,0
7120,3,0.7918,n/a,317811.61,1.54e-04,1.54e-05,27794.9,0.7252,0
7130,3,0.6721,n/a,46787.66,1.53e-04,1.53e-05,27819.8,0.7252,0
7140,3,0.6386,n/a,27366.46,1.52e-04,1.52e-05,27845.2,0.7252,0
7150,3,0.6245,n/a,21851.06,1.51e-04,1.51e-05,27871.0,0.7252,0
7160,3,0.8842,n/a,1392960.34,1.51e-04,1.51e-05,27896.1,0.7252,0
7170,3,0.6968,n/a,69482.78,1.50e-04,1.50e-05,27920.9,0.7252,0
7180,3,0.6259,n/a,22353.64,1.49e-04,1.49e-05,27946.3,0.7252,0
7190,3,0.7485,n/a,158897.63,1.48e-04,1.48e-05,27971.4,0.7252,0
7200,3,0.8225,0.7253,519256.88,1.48e-04,1.48e-05,28069.8,0.7252,0
7210,3,0.6539,n/a,34984.14,1.47e-04,1.47e-05,28097.4,0.7252,0
7220,3,0.7446,n/a,149394.32,1.46e-04,1.46e-05,28122.9,0.7252,0
7230,3,0.6171,n/a,19403.89,1.45e-04,1.45e-05,28147.7,0.7252,0
7240,3,0.7295,n/a,117259.27,1.45e-04,1.45e-05,28172.1,0.7252,0
7250,3,0.7160,n/a,94443.69,1.44e-04,1.44e-05,28197.9,0.7252,0
7260,3,0.7293,n/a,116948.69,1.43e-04,1.43e-05,28222.7,0.7252,0
7270,3,0.6076,n/a,16670.32,1.42e-04,1.42e-05,28247.0,0.7252,0
7280,3,0.6624,n/a,40101.20,1.42e-04,1.42e-05,28272.1,0.7252,0
7290,3,0.6649,n/a,41700.46,1.41e-04,1.41e-05,28297.8,0.7252,0
7300,3,0.4783,0.7253,2105.27,1.40e-04,1.40e-05,28396.4,0.7252,0
7310,3,0.6498,n/a,32754.66,1.40e-04,1.40e-05,28421.1,0.7252,0
7320,3,0.8594,n/a,936426.55,1.39e-04,1.39e-05,28446.7,0.7252,0
7330,3,0.5928,n/a,13151.53,1.38e-04,1.38e-05,28471.8,0.7252,0
7340,3,0.8353,n/a,637102.49,1.37e-04,1.37e-05,28498.1,0.7252,0
7350,3,0.8279,n/a,565589.63,1.37e-04,1.37e-05,28523.8,0.7252,0
7360,3,0.7885,n/a,301315.41,1.36e-04,1.36e-05,28548.9,0.7252,0
7370,3,0.7409,n/a,140812.91,1.35e-04,1.35e-05,28573.8,0.7252,0
7380,3,0.7500,n/a,162806.64,1.35e-04,1.35e-05,28598.5,0.7252,0
7390,3,0.7371,n/a,132298.41,1.34e-04,1.34e-05,28624.8,0.7252,0
7400,3,0.7235,0.7253,106537.18,1.34e-04,1.34e-05,28722.8,0.7252,0
7410,3,0.7492,n/a,160683.18,1.33e-04,1.33e-05,28750.4,0.7252,0
7420,3,0.6040,n/a,15737.69,1.32e-04,1.32e-05,28775.6,0.7252,0
7430,3,0.7696,n/a,222709.50,1.32e-04,1.32e-05,28801.6,0.7252,0
7440,3,0.6149,n/a,18741.77,1.31e-04,1.31e-05,28826.7,0.7252,0
7450,3,0.6529,n/a,34394.32,1.30e-04,1.30e-05,28852.7,0.7252,0
7460,3,0.7080,n/a,83070.32,1.30e-04,1.30e-05,28877.9,0.7252,0
7470,3,0.6377,n/a,26973.22,1.29e-04,1.29e-05,28903.4,0.7252,0
7480,3,0.5186,n/a,4011.42,1.29e-04,1.29e-05,28927.8,0.7252,0
7490,3,0.7755,n/a,244798.91,1.28e-04,1.28e-05,28953.3,0.7252,0
7500,3,0.7206,0.7252,101722.44,1.27e-04,1.27e-05,29052.6,0.7252,0
7510,3,0.7241,n/a,107519.14,1.27e-04,1.27e-05,29078.5,0.7252,0
7520,3,0.6218,n/a,20936.13,1.26e-04,1.26e-05,29103.1,0.7252,0
7530,3,0.6256,n/a,22223.85,1.26e-04,1.26e-05,29128.1,0.7252,0
7540,3,0.6895,n/a,61867.62,1.25e-04,1.25e-05,29154.0,0.7252,0
7550,3,0.7887,n/a,302203.90,1.25e-04,1.25e-05,29178.9,0.7252,0
7560,3,0.7150,n/a,92928.97,1.24e-04,1.24e-05,29204.4,0.7252,0
7570,3,0.6321,n/a,24687.55,1.23e-04,1.23e-05,29229.6,0.7252,0
7580,3,0.6935,n/a,65864.04,1.23e-04,1.23e-05,29254.9,0.7252,0
7590,3,0.6941,n/a,66565.42,1.22e-04,1.22e-05,29280.4,0.7252,0
7600,3,0.6980,0.7253,70857.87,1.22e-04,1.22e-05,29379.1,0.7252,0
7610,3,0.6153,n/a,18869.21,1.21e-04,1.21e-05,29405.9,0.7252,0
7620,3,0.6432,n/a,29451.27,1.21e-04,1.21e-05,29431.9,0.7252,0
7630,3,0.6114,n/a,17729.58,1.20e-04,1.20e-05,29458.1,0.7252,0
7640,3,0.6809,n/a,53840.36,1.20e-04,1.20e-05,29483.3,0.7252,0
7650,3,0.6461,n/a,30855.20,1.19e-04,1.19e-05,29508.6,0.7252,0
7660,3,0.6571,n/a,36799.98,1.19e-04,1.19e-05,29534.0,0.7252,0
7670,3,0.6836,n/a,56265.75,1.18e-04,1.18e-05,29560.1,0.7252,0
7680,3,0.6540,n/a,35043.36,1.18e-04,1.18e-05,29585.1,0.7252,0
7690,3,0.6975,n/a,70290.94,1.17e-04,1.17e-05,29609.5,0.7252,0
7700,3,0.7053,0.7252,79548.23,1.17e-04,1.17e-05,29709.0,0.7252,0
7710,3,0.8069,n/a,404623.65,1.16e-04,1.16e-05,29734.3,0.7252,0
7720,3,0.6149,n/a,18728.79,1.16e-04,1.16e-05,29758.8,0.7252,0
7730,3,0.5480,n/a,6428.47,1.16e-04,1.16e-05,29784.2,0.7252,0
7740,3,0.6573,n/a,36930.69,1.15e-04,1.15e-05,29809.9,0.7252,0
7750,3,0.7578,n/a,184377.97,1.15e-04,1.15e-05,29835.8,0.7252,0
7760,3,0.7567,n/a,181256.05,1.14e-04,1.14e-05,29860.5,0.7252,0
7770,3,0.7253,n/a,109638.64,1.14e-04,1.14e-05,29886.5,0.7252,0
7780,3,0.6495,n/a,32603.40,1.13e-04,1.13e-05,29911.7,0.7252,0
7790,3,0.5609,n/a,7900.20,1.13e-04,1.13e-05,29937.5,0.7252,0
7800,3,0.7375,0.7252,133255.81,1.13e-04,1.13e-05,30035.8,0.7252,0
7810,3,0.7521,n/a,168262.45,1.12e-04,1.12e-05,30062.7,0.7252,0
7820,3,0.7929,n/a,323387.64,1.12e-04,1.12e-05,30087.4,0.7252,0
7830,3,0.6892,n/a,61511.57,1.11e-04,1.11e-05,30113.0,0.7252,0
7840,3,0.6368,n/a,26617.64,1.11e-04,1.11e-05,30138.0,0.7252,0
7850,3,0.8162,n/a,469048.99,1.11e-04,1.11e-05,30162.8,0.7252,0
7860,3,0.5942,n/a,13458.67,1.10e-04,1.10e-05,30188.0,0.7252,0
7870,3,0.6751,n/a,49126.39,1.10e-04,1.10e-05,30212.7,0.7252,0
7880,3,0.6522,n/a,34033.97,1.10e-04,1.10e-05,30238.1,0.7252,0
7890,3,0.7725,n/a,233177.56,1.09e-04,1.09e-05,30264.1,0.7252,0
7900,3,0.5631,0.7252,8183.31,1.09e-04,1.09e-05,30362.8,0.7252,0
7910,3,0.5435,n/a,5980.76,1.09e-04,1.09e-05,30389.1,0.7252,0
7920,3,0.6759,n/a,49705.50,1.08e-04,1.08e-05,30415.5,0.7252,0
7930,3,0.7704,n/a,225442.14,1.08e-04,1.08e-05,30441.1,0.7252,0
7940,3,0.7255,n/a,109923.29,1.08e-04,1.08e-05,30466.1,0.7252,0
7950,3,0.7162,n/a,94699.32,1.07e-04,1.07e-05,30491.4,0.7252,0
7960,3,0.8125,n/a,442142.92,1.07e-04,1.07e-05,30517.5,0.7252,0
7970,3,0.6562,n/a,36258.43,1.07e-04,1.07e-05,30543.4,0.7252,0
7980,3,0.6094,n/a,17171.10,1.06e-04,1.06e-05,30568.6,0.7252,0
7990,3,0.7534,n/a,171977.28,1.06e-04,1.06e-05,30593.7,0.7252,0
8000,3,0.7866,0.7252,292272.48,1.06e-04,1.06e-05,30692.6,0.7252,0
8010,3,0.7934,n/a,325836.14,1.06e-04,1.06e-05,31320.4,0.7252,0
8020,3,0.7856,n/a,287498.19,1.05e-04,1.05e-05,31345.2,0.7252,0
8030,3,0.5501,n/a,6648.57,1.05e-04,1.05e-05,31369.2,0.7252,0
8040,3,0.7010,n/a,74323.19,1.05e-04,1.05e-05,31393.8,0.7252,0
8050,3,0.6712,n/a,46107.66,1.05e-04,1.05e-05,31418.3,0.7252,0
8060,3,0.7347,n/a,127380.59,1.04e-04,1.04e-05,31443.5,0.7252,0
8070,3,0.6605,n/a,38873.40,1.04e-04,1.04e-05,31468.0,0.7252,0
8080,3,0.6544,n/a,35231.22,1.04e-04,1.04e-05,31492.6,0.7252,0
8090,3,0.6383,n/a,27235.85,1.04e-04,1.04e-05,31518.1,0.7252,0
8100,3,0.5811,0.7252,10904.22,1.03e-04,1.03e-05,31616.4,0.7252,0
8110,3,0.6749,n/a,48921.69,1.03e-04,1.03e-05,31640.5,0.7252,0
8120,3,0.7636,n/a,202411.63,1.03e-04,1.03e-05,31665.9,0.7252,0
8130,3,0.7131,n/a,90201.06,1.03e-04,1.03e-05,31690.6,0.7252,0
8140,3,0.6175,n/a,19523.18,1.03e-04,1.03e-05,31716.4,0.7252,0
8150,3,0.7023,n/a,75843.91,1.03e-04,1.03e-05,31740.6,0.7252,0
8160,3,0.6821,n/a,54941.54,1.02e-04,1.02e-05,31765.3,0.7252,0
8170,3,0.6740,n/a,48248.06,1.02e-04,1.02e-05,31790.2,0.7252,0
8180,3,0.7354,n/a,128931.21,1.02e-04,1.02e-05,31815.7,0.7252,0
8190,3,0.6557,n/a,35995.25,1.02e-04,1.02e-05,31840.8,0.7252,0
8200,3,0.5704,0.7252,9190.61,1.02e-04,1.02e-05,31939.1,0.7252,0
8210,3,0.6834,n/a,56115.09,1.02e-04,1.02e-05,31966.8,0.7252,0
8220,3,0.7351,n/a,128167.13,1.01e-04,1.01e-05,31991.7,0.7252,0
8230,3,0.6758,n/a,49652.11,1.01e-04,1.01e-05,32017.4,0.7252,0
8240,3,0.5234,n/a,4336.05,1.01e-04,1.01e-05,32043.1,0.7252,0
8250,3,0.7091,n/a,84546.88,1.01e-04,1.01e-05,32068.4,0.7252,0
8260,3,0.7723,n/a,232413.88,1.01e-04,1.01e-05,32093.2,0.7252,0
8270,3,0.6998,n/a,72884.36,1.01e-04,1.01e-05,32118.0,0.7252,0
8280,3,0.7516,n/a,167103.82,1.01e-04,1.01e-05,32144.0,0.7252,0
8290,3,0.8143,n/a,455627.92,1.01e-04,1.01e-05,32170.2,0.7252,0
8300,3,0.7288,0.7252,115857.72,1.01e-04,1.01e-05,32268.1,0.7252,0
8310,3,0.8387,n/a,672881.04,1.00e-04,1.00e-05,32293.9,0.7252,0
8320,3,0.8821,n/a,1346433.68,1.00e-04,1.00e-05,32318.8,0.7252,0
8330,3,0.7504,n/a,163744.95,1.00e-04,1.00e-05,32344.1,0.7252,0
8340,3,0.5989,n/a,14499.92,1.00e-04,1.00e-05,32370.0,0.7252,0
8350,3,0.7883,n/a,300506.69,1.00e-04,1.00e-05,32395.4,0.7252,0
8360,3,0.7989,n/a,355880.20,1.00e-04,1.00e-05,32420.6,0.7252,0
8370,3,0.7139,n/a,91356.82,1.00e-04,1.00e-05,32445.7,0.7252,0
8380,3,0.6494,n/a,32534.69,1.00e-04,1.00e-05,32470.9,0.7252,0
8390,3,0.7646,n/a,205543.20,1.00e-04,1.00e-05,32496.1,0.7252,0
8400,3,0.7451,0.7253,150519.70,1.00e-04,1.00e-05,32594.3,0.7252,0
8410,3,0.7395,n/a,137509.62,1.00e-04,1.00e-05,32621.1,0.7252,0
8420,3,0.5924,n/a,13070.95,1.00e-04,1.00e-05,32645.8,0.7252,0
